,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
139,0.27624878883361814,0.004502559262604252,0.018216323852539063,0.0003206588749101665,balanced,entropy,35,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 35, 'n_estimators': 100}",0.9185185185185185,0.8962962962962963,0.9,0.9070631970260223,0.8736059479553904,0.8990967919592455,0.014826387024377156,60
135,0.2838479518890381,0.004578112847183406,0.018426895141601562,0.00047237636679840154,balanced,entropy,34,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 34, 'n_estimators': 100}",0.9185185185185185,0.8962962962962963,0.9,0.9070631970260223,0.8736059479553904,0.8990967919592455,0.014826387024377156,60
159,0.2824706077575684,0.005937225545960189,0.01842184066772461,0.000616144269989055,balanced,entropy,40,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 40, 'n_estimators': 100}",0.9185185185185185,0.8962962962962963,0.9,0.9070631970260223,0.8736059479553904,0.8990967919592455,0.014826387024377156,60
187,0.2785923004150391,0.006333662549794928,0.018531322479248047,0.0003411141523644574,balanced,entropy,47,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 47, 'n_estimators': 100}",0.9185185185185185,0.8962962962962963,0.9,0.9070631970260223,0.8736059479553904,0.8990967919592455,0.014826387024377156,60
195,0.279783821105957,0.004064262074682365,0.018410396575927735,0.0008404520165877081,balanced,entropy,49,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 49, 'n_estimators': 100}",0.9185185185185185,0.8962962962962963,0.9,0.9070631970260223,0.8736059479553904,0.8990967919592455,0.014826387024377156,60
151,0.2830504417419434,0.008373785745943373,0.018563222885131837,0.0002834252601195348,balanced,entropy,38,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 38, 'n_estimators': 100}",0.9185185185185185,0.8962962962962963,0.9,0.9070631970260223,0.8736059479553904,0.8990967919592455,0.014826387024377156,60
155,0.28798861503601075,0.003363156333453632,0.018968534469604493,0.0015003437412754266,balanced,entropy,39,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 39, 'n_estimators': 100}",0.9185185185185185,0.8962962962962963,0.9,0.9070631970260223,0.8736059479553904,0.8990967919592455,0.014826387024377156,60
370,0.12051639556884766,0.006116373980396412,0.010237169265747071,0.0001773959457940186,balanced,gini,44,50,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 44, 'n_estimators': 50}",0.9185185185185185,0.8925925925925926,0.9074074074074074,0.9070631970260223,0.8698884758364313,0.8990940382761943,0.016764031159455253,82
338,0.11375689506530762,0.002574068118175813,0.010057735443115234,0.00012679811058178574,balanced,gini,36,50,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 36, 'n_estimators': 50}",0.9185185185185185,0.8925925925925926,0.9074074074074074,0.9070631970260223,0.8698884758364313,0.8990940382761943,0.016764031159455253,82
342,0.11424756050109863,0.0028278411391484265,0.01015300750732422,0.00026358855089068006,balanced,gini,37,50,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 37, 'n_estimators': 50}",0.9185185185185185,0.8925925925925926,0.9074074074074074,0.9070631970260223,0.8698884758364313,0.8990940382761943,0.016764031159455253,82
