,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
93,0.004476213455200195,0.00012061610761936069,0.0013942241668701172,4.495373299497864e-05,balanced,gini,45,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 45}",0.8888888888888888,0.8666666666666667,0.9037037037037037,0.8736059479553904,0.828996282527881,0.872372297948506,0.025179394739837782,4
96,0.004458570480346679,0.00013143958963981618,0.001371288299560547,2.4155273357497e-05,balanced,gini,48,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 48}",0.8888888888888888,0.8666666666666667,0.9037037037037037,0.8736059479553904,0.828996282527881,0.872372297948506,0.025179394739837782,4
94,0.004474449157714844,0.00010272829937896251,0.0013804912567138671,2.7469876440211226e-05,balanced,gini,46,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 46}",0.8888888888888888,0.8666666666666667,0.9037037037037037,0.8736059479553904,0.828996282527881,0.872372297948506,0.025179394739837782,4
95,0.004544878005981445,9.415941465928128e-05,0.001380586624145508,2.3108947543462495e-05,balanced,gini,47,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 47}",0.8888888888888888,0.8666666666666667,0.9037037037037037,0.8736059479553904,0.828996282527881,0.872372297948506,0.025179394739837782,4
74,0.004514217376708984,9.915805487801626e-05,0.001413869857788086,3.9720105950827626e-05,balanced,gini,26,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 26}",0.8888888888888888,0.8629629629629629,0.9037037037037037,0.8736059479553904,0.828996282527881,0.8716315572077654,0.02538994867912793,28
72,0.0045053958892822266,0.0001574040831525101,0.0013747215270996094,2.2768162917614254e-05,balanced,gini,24,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 24}",0.8888888888888888,0.8629629629629629,0.9037037037037037,0.8736059479553904,0.828996282527881,0.8716315572077654,0.02538994867912793,28
68,0.004461669921875,0.0001120983817432981,0.0014023780822753906,4.42837721514641e-05,balanced,gini,20,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20}",0.8888888888888888,0.8555555555555555,0.9074074074074074,0.8736059479553904,0.828996282527881,0.8708908164670246,0.027037330360114766,30
167,0.004031610488891601,5.438837318516135e-05,0.001397085189819336,3.516375803828223e-05,,gini,21,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 21}",0.8703703703703703,0.8851851851851852,0.8888888888888888,0.8661710037174721,0.8327137546468402,0.8686658405617514,0.019917542744077192,31
19,0.004820489883422851,5.49616830848691e-05,0.0014252185821533204,0.00011047807590364782,balanced,entropy,20,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20}",0.8777777777777778,0.8592592592592593,0.8740740740740741,0.8773234200743495,0.8513011152416357,0.8679471292854192,0.0107206790859479,32
23,0.0051022529602050785,0.0001297375329340905,0.0014620304107666015,0.00010299985051130001,balanced,entropy,24,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 24}",0.8777777777777778,0.8666666666666667,0.8703703703703703,0.8810408921933085,0.8438661710037175,0.8679443756023681,0.01308046232052485,33
24,0.004939460754394531,7.700744426128854e-05,0.001432943344116211,6.996899251109652e-05,balanced,entropy,25,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 25}",0.8777777777777778,0.8666666666666667,0.8703703703703703,0.8810408921933085,0.8438661710037175,0.8679443756023681,0.01308046232052485,33
166,0.004050445556640625,5.935643969534765e-05,0.001367044448852539,4.252681759167346e-06,,gini,20,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 20}",0.8740740740740741,0.8851851851851852,0.8851851851851852,0.8661710037174721,0.828996282527881,0.8679223461379595,0.02074685811871516,35
27,0.005064821243286133,4.886606165761008e-05,0.001520681381225586,0.00013133097799430886,balanced,entropy,28,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 28}",0.8777777777777778,0.8629629629629629,0.8703703703703703,0.8810408921933085,0.8438661710037175,0.8672036348616274,0.013235791779323524,36
26,0.005063819885253906,0.00017231297009881263,0.0014602184295654298,6.329887105111808e-05,balanced,entropy,27,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 27}",0.8777777777777778,0.8629629629629629,0.8703703703703703,0.8810408921933085,0.8438661710037175,0.8672036348616274,0.013235791779323524,36
48,0.00486149787902832,2.8278333076523965e-05,0.0013866901397705078,3.5788971533893404e-05,balanced,entropy,49,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 49}",0.8777777777777778,0.8629629629629629,0.8703703703703703,0.8810408921933085,0.8438661710037175,0.8672036348616274,0.013235791779323524,36
25,0.004826259613037109,4.74814416279592e-05,0.0013661861419677734,2.268863154100479e-06,balanced,entropy,26,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 26}",0.8777777777777778,0.8629629629629629,0.8703703703703703,0.8810408921933085,0.8438661710037175,0.8672036348616274,0.013235791779323524,36
46,0.004800605773925781,5.028934553958179e-05,0.0013649940490722656,1.2529480455031848e-05,balanced,entropy,47,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 47}",0.8777777777777778,0.8629629629629629,0.8703703703703703,0.8810408921933085,0.8438661710037175,0.8672036348616274,0.013235791779323524,36
45,0.004851722717285156,5.813925901597954e-05,0.00139007568359375,4.71038368090188e-05,balanced,entropy,46,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 46}",0.8777777777777778,0.8629629629629629,0.8703703703703703,0.8810408921933085,0.8438661710037175,0.8672036348616274,0.013235791779323524,36
44,0.004831886291503907,7.008104768121672e-05,0.0013765811920166016,1.0364382240461828e-05,balanced,entropy,45,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 45}",0.8777777777777778,0.8629629629629629,0.8703703703703703,0.8810408921933085,0.8438661710037175,0.8672036348616274,0.013235791779323524,36
43,0.005098104476928711,0.0003060162415119649,0.0014222621917724609,5.44366789683631e-05,balanced,entropy,44,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 44}",0.8777777777777778,0.8629629629629629,0.8703703703703703,0.8810408921933085,0.8438661710037175,0.8672036348616274,0.013235791779323524,36
47,0.004881811141967773,0.00012185175896105577,0.0013789653778076172,1.647498258947802e-05,balanced,entropy,48,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 48}",0.8777777777777778,0.8629629629629629,0.8703703703703703,0.8810408921933085,0.8438661710037175,0.8672036348616274,0.013235791779323524,36
41,0.004825162887573242,5.840007493026366e-05,0.0013838768005371093,2.8238906840872678e-05,balanced,entropy,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 42}",0.8777777777777778,0.8629629629629629,0.8703703703703703,0.8810408921933085,0.8438661710037175,0.8672036348616274,0.013235791779323524,36
28,0.0051421642303466795,0.0004175722210638351,0.0014400482177734375,7.276838128813089e-05,balanced,entropy,29,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 29}",0.8777777777777778,0.8629629629629629,0.8703703703703703,0.8810408921933085,0.8438661710037175,0.8672036348616274,0.013235791779323524,36
29,0.004883193969726562,8.283425934361959e-05,0.0013915061950683593,2.0541445225215587e-05,balanced,entropy,30,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 30}",0.8777777777777778,0.8629629629629629,0.8703703703703703,0.8810408921933085,0.8438661710037175,0.8672036348616274,0.013235791779323524,36
